,screenname,username,datetime,url,tweetText,source_domain,source_title,source_snippet,replies_count,retweets_count,likes_count,views_count,reply_to
1841,The Iconomicsᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@theiconomic,2023-03-06 09:12:38+00:00,https://twitter.com/theiconomic/status/1632670511728824320,"Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta agar proses tahapan pemilu diulang kembali.
Selengkapnya",theiconomics.com,"Tanggapi Putusan PN Jakpus, Ketum Partai Prima: Tidak Ada Penundaan Pemilu 2024 - Iconomics",Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta...,1,3,17,230,
1842,InstitutEcosocRights,@ecosocrights,2023-03-06 08:55:18+00:00,https://twitter.com/ecosocrights/status/1632666150135009282,"Menunda tahapan konsekuensinya menunda pemilu, bambang !!! Begini kok mau membenahi demokrasi. Jangan sampai ujung2nya jd alat oligarki atau perjuangannya sejalan dgn kepentingan oligarki : memperpanjang jabatan presiden lewat penundaan pemilu. 
https://kbr.id/nasional/03-2023/ksp-pemerintah-hormati-putusan-pn-jakpus-soal-perintah-penundaan-pemilu-2024/111127.html…",,,,1,1,2,571,
1843, retno,@retnosetyow4t,2023-03-06 08:50:29+00:00,https://twitter.com/retnosetyow4t/status/1632664936966164485,"Terkait keputusan PN Jakpus tentang penundaan Pemilu , Presiden @jokowi kembali menegaskan bahwa Pemerintah tetap berkomitmen untuk tahapan pemilu berjalan dengan baik dan anggarannya pum sudah disiapkan dan PEMILU TETAP BERJALAN sesuai tanggal yg telah ditentukan.",,,,1,11,41,572,
1844,Koran Tempo,@korantempo,2023-03-06 07:57:32+00:00,https://twitter.com/korantempo/status/1632651612383526914,"Hakim PN Jakarta Pusat yang menjatuhkan putusan penundaan pemilu diduga melanggar kode etik.

Mereka pun dilaporkan ke Komisi Yudisial oleh Koalisi Masyarakat Sipil Kawal Pemilu Bersih. 

#KoranTempo",,,,13,80,293,19.7K,
1845,InstitutEcosocRights,@ecosocrights,2023-03-06 07:52:36+00:00,https://twitter.com/ecosocrights/status/1632650371096268800,"Yg diperkarakan publik bkn pemenuhan hak politik prima tapi keputusan hakim yg konsekuensinya merampas hak rakyat lewat penundaan pemilu.Kalau prima sendiri setuju hak rakyat dirampas lewat penundaan pemilu, ini kejernihan& keadilan macam apa?",,,,3,2,11,917,
1846,ival,@ival678,2023-03-06 07:18:57+00:00,https://twitter.com/ival678/status/1632641903270465536,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Begini penjelasannya.,news.detik.com,Gugatan ke PN Jakpus Diduga Sejak Awal Sengaja Demi Penundaan Pemilu,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Ini penjelasannya.,1,,,102,
1847,tvOnenews,@tvOneNews,2023-03-06 07:12:16+00:00,https://twitter.com/tvOneNews/status/1632640223380402177,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,tvonenews.com,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,Komisi Yudisial terima laporan dugaan pelanggaran kode etik oleh majelis hakim PN Jakpus terkait putusan penghentian/penundaan tahapan pemilihan umum (pemilu).,4,7,26,"3,672",
1848,H2C2024,@opinirakyat2024,2023-03-06 06:28:09+00:00,https://twitter.com/opinirakyat2024/status/1632629118612406272,"Kabarnya sih
Sudah Ada 3 agenda oligarki 
Plan A jokowi 3 periode
Plan B penundaan pemilu/perpanjangan masa jabatan
Plan C dukung boneka yang mau dukung perpanjangan oligarki... 
Inilah demokrasi
Masihkah mau diteruskan??? 
https://twitter.com/opinirakyat2024/status/1631179017809461250?t=bkFtFupzMpYkaq8V-TmrWA&s=19…...",,,,1,,,17,@6ang_Said
1849,Ndon  ,@Ndons_Back,2023-03-06 06:24:51+00:00,https://twitter.com/Ndons_Back/status/1632628287209078784,"Breaking news 

Pemilu ditunda sesudah ndon siap jadi Capres",,,,5,2,6,"2,708",
1850,detikcom,@detikcom,2023-03-06 06:19:37+00:00,https://twitter.com/detikcom/status/1632626971745087490,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI pun minta Jokowi bicara.,news.detik.com,BEM UI: Jokowi Harus Bicara soal Putusan PN Jakpus Terkait Tunda Pemilu,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI meminta Jokowi berbicara.,5,14,36,"6,511",
1851,Mojok.co,@mojokdotco,2023-03-06 06:01:44+00:00,https://twitter.com/mojokdotco/status/1632622472037285888,Kehebohan penundaan Pemilu 2024 masih berlanjut. Kini giliran Majelis Hakim yang bakal dilaporkan. #LagiRame,,,,2,6,29,"8,077",
1852,Historia,@Pemuja_Cinta01,2023-03-06 05:36:03+00:00,https://twitter.com/Pemuja_Cinta01/status/1632616006547030016,"Lah balut nakutin dari mana? Coba dengarkan video ucapan mahasiswa tsb,,,, sesuatu yg tak pernah ia saksikan dalam hidupnya jika pemilu ditunda....? Itu maksudnya apa? Rakyat sudah bosan tau ngk pak.....!!",,,,1,,,23,@lokaturu
1853,detikcom,@detikcom,2023-03-06 05:29:45+00:00,https://twitter.com/detikcom/status/1632614423482322946,Perludem akan melaporkan hakim PN Jakpus soal putusan penundaan Pemilu 2024 ke KY karena dinilai bertentangan dengan Peraturan MA Nomor 2 Tahun 2019.,news.detik.com,Perludem Bakal Laporkan Hakim PN Jakpus Gegara Putusan Tunda Pemilu,Ibnu menuturkan putusan hakim PN Jakpus bertentangan dengan Peraturan Mahkamah Agung Nomor 2 Tahun 2019.,1,4,6,"4,630",
1854, Info Semar ,@infosemar3,2023-03-06 05:16:19+00:00,https://twitter.com/infosemar3/status/1632611041569038336,"Pemerintah mempersiapkan pemilu tahun 2024 itu bersungguh-sungguh, tidak ada perpanjangan (jabatan Presiden), tidak ada penundaan",,,,3,1,8,119,
1855,Hidayat Nur Wahid,@hnurwahid,2023-03-06 04:46:40+00:00,https://twitter.com/hnurwahid/status/1632603578430029825,"Selain akibatkan “matinya demokrasi”, penundaan Pemilu jg akan munculkan chaos politik krn itu menabrak konstitusi (pasal 22E UUD NRI 1945) krn Pemerintah,DPR/DPD/MPR periode 2019-2024 masa jabatannya berakhir pada Oktober 2024, akan jadi inkonstitusional sesudah Oktober 2024.",,,,22,81,275,10.2K,
1856,Narasi Newsroom,@NarasiNewsroom,2023-03-06 04:25:09+00:00,https://twitter.com/NarasiNewsroom/status/1632598167056433153,"Majelis Hakim Pengadilan Negeri Jakarta Pusat dilaporkan ke Komisi Yudisial, Senin (6/3/2023) imbas putusan pelaksanaan penundaan Pemilu.

| Narasi Daily",,,,10,42,161,114.5K,
1857,ko_chink,@kokosaja123,2023-03-06 04:15:19+00:00,https://twitter.com/kokosaja123/status/1632595691989245952,Dalang pengen penundaan pemilu karna kondisi dibuat tidak kondusif,,,,1,1,6,"1,176",@BosPurwa
1858,Clara Shinta,@Clara_Shinta99,2023-03-06 04:06:34+00:00,https://twitter.com/Clara_Shinta99/status/1632593487962189824,"Soal Putusan Penundaan Pemilu, Mahfud MD: Kita Akan Lawan Habis-habisan

Menurut Mahfud, putusan itu harus dilawan karena Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu",,,,3,16,19,126,
1859,Partai NasDem,@NasDem,2023-03-06 02:57:53+00:00,https://twitter.com/NasDem/status/1632576205772959744,"Ketua DPP Partai NasDem kakak @adityawilly menilai keputusan PN Jakpus yang berisi penundaan pemilu 2024 tak berdampak apapun. 

Berikut penjelasannya. 

𝐈𝐭'𝐬 𝐓𝐢𝐦𝐞 𝐑𝐞𝐬𝐭𝐨𝐫𝐚𝐬𝐢 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 

#ItsTime #PartaiNasDem #RestorasiIndonesia  #NasDemBersamaRakyat",,,,6,19,123,"3,689",
1860,H2C2024,@opinirakyat2024,2023-03-06 06:28:09+00:00,https://twitter.com/opinirakyat2024/status/1632629118612406272,"Kabarnya sih
Sudah Ada 3 agenda oligarki 
Plan A jokowi 3 periode
Plan B penundaan pemilu/perpanjangan masa jabatan
Plan C dukung boneka yang mau dukung perpanjangan oligarki... 
Inilah demokrasi
Masihkah mau diteruskan??? 
https://twitter.com/opinirakyat2024/status/1631179017809461250?t=bkFtFupzMpYkaq8V-TmrWA&s=19…...",,,,1,,,17,@6ang_Said
1861,Ndon  ,@Ndons_Back,2023-03-06 06:24:51+00:00,https://twitter.com/Ndons_Back/status/1632628287209078784,"Breaking news 

Pemilu ditunda sesudah ndon siap jadi Capres",,,,5,2,6,"2,708",
1862,detikcom,@detikcom,2023-03-06 06:19:37+00:00,https://twitter.com/detikcom/status/1632626971745087490,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI pun minta Jokowi bicara.,news.detik.com,BEM UI: Jokowi Harus Bicara soal Putusan PN Jakpus Terkait Tunda Pemilu,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI meminta Jokowi berbicara.,5,14,36,"6,511",
1863,Mojok.co,@mojokdotco,2023-03-06 06:01:44+00:00,https://twitter.com/mojokdotco/status/1632622472037285888,Kehebohan penundaan Pemilu 2024 masih berlanjut. Kini giliran Majelis Hakim yang bakal dilaporkan. #LagiRame,,,,2,6,29,"8,077",
1864,Historia,@Pemuja_Cinta01,2023-03-06 05:36:03+00:00,https://twitter.com/Pemuja_Cinta01/status/1632616006547030016,"Lah balut nakutin dari mana? Coba dengarkan video ucapan mahasiswa tsb,,,, sesuatu yg tak pernah ia saksikan dalam hidupnya jika pemilu ditunda....? Itu maksudnya apa? Rakyat sudah bosan tau ngk pak.....!!",,,,1,,,23,@lokaturu
1865,detikcom,@detikcom,2023-03-06 05:29:45+00:00,https://twitter.com/detikcom/status/1632614423482322946,Perludem akan melaporkan hakim PN Jakpus soal putusan penundaan Pemilu 2024 ke KY karena dinilai bertentangan dengan Peraturan MA Nomor 2 Tahun 2019.,news.detik.com,Perludem Bakal Laporkan Hakim PN Jakpus Gegara Putusan Tunda Pemilu,Ibnu menuturkan putusan hakim PN Jakpus bertentangan dengan Peraturan Mahkamah Agung Nomor 2 Tahun 2019.,1,4,6,"4,630",
1866, Info Semar ,@infosemar3,2023-03-06 05:16:19+00:00,https://twitter.com/infosemar3/status/1632611041569038336,"Pemerintah mempersiapkan pemilu tahun 2024 itu bersungguh-sungguh, tidak ada perpanjangan (jabatan Presiden), tidak ada penundaan",,,,3,1,8,119,
1867,Hidayat Nur Wahid,@hnurwahid,2023-03-06 04:46:40+00:00,https://twitter.com/hnurwahid/status/1632603578430029825,"Selain akibatkan “matinya demokrasi”, penundaan Pemilu jg akan munculkan chaos politik krn itu menabrak konstitusi (pasal 22E UUD NRI 1945) krn Pemerintah,DPR/DPD/MPR periode 2019-2024 masa jabatannya berakhir pada Oktober 2024, akan jadi inkonstitusional sesudah Oktober 2024.",,,,22,81,275,10.2K,
1868,Narasi Newsroom,@NarasiNewsroom,2023-03-06 04:25:09+00:00,https://twitter.com/NarasiNewsroom/status/1632598167056433153,"Majelis Hakim Pengadilan Negeri Jakarta Pusat dilaporkan ke Komisi Yudisial, Senin (6/3/2023) imbas putusan pelaksanaan penundaan Pemilu.

| Narasi Daily",,,,10,42,161,114.5K,
1869,ko_chink,@kokosaja123,2023-03-06 04:15:19+00:00,https://twitter.com/kokosaja123/status/1632595691989245952,Dalang pengen penundaan pemilu karna kondisi dibuat tidak kondusif,,,,1,1,6,"1,176",@BosPurwa
1870,Clara Shinta,@Clara_Shinta99,2023-03-06 04:06:34+00:00,https://twitter.com/Clara_Shinta99/status/1632593487962189824,"Soal Putusan Penundaan Pemilu, Mahfud MD: Kita Akan Lawan Habis-habisan

Menurut Mahfud, putusan itu harus dilawan karena Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu",,,,3,16,19,126,
1871,Partai NasDem,@NasDem,2023-03-06 02:57:53+00:00,https://twitter.com/NasDem/status/1632576205772959744,"Ketua DPP Partai NasDem kakak @adityawilly menilai keputusan PN Jakpus yang berisi penundaan pemilu 2024 tak berdampak apapun. 

Berikut penjelasannya. 

𝐈𝐭'𝐬 𝐓𝐢𝐦𝐞 𝐑𝐞𝐬𝐭𝐨𝐫𝐚𝐬𝐢 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 

#ItsTime #PartaiNasDem #RestorasiIndonesia  #NasDemBersamaRakyat",,,,6,19,123,"3,689",
1872,Mail BUCIN is BACK,@mailbucinreborn,2023-03-06 02:36:38+00:00,https://twitter.com/mailbucinreborn/status/1632570855267139585,"KPU akan banding soal tahapan pemilu ditunda hingga 2025 #PolitikIdentitas
#PemiluJujur
#MoneyPolitik",,,,4,2,25,192,
1873, BADARAWUHI,@Torrez_20_06,2023-03-06 02:21:40+00:00,https://twitter.com/Torrez_20_06/status/1632567091751706625,"Menkopolhukam Mahfud MD mengatakan, pemerintah akan melawan putusan Pengadilan Negeri Jakarta Pusat yang berakibat pada penundaan Pemilu 2024.

Menurut Mahfud, putusan itu harus dilawan karena Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu.",,,,4,21,21,671,
1874,Han ,@Hansunriko,2023-03-06 02:17:04+00:00,https://twitter.com/Hansunriko/status/1632565931246485504,"Pemerintah akan melawan putusan Pengadilan Negeri Jakarta Pusat yang berakibat pada penundaan Pemilihan Umum (Pemilu) 2024.

Putusan itu harus dilawan karena Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu.",,,,2,19,19,136,
1875,Republika.co.id,@republikaonline,2023-03-06 02:15:34+00:00,https://twitter.com/republikaonline/status/1632565553855594496,Penundaan Pemilu yang sudah dijadwalkan dipandang tidak ada manfaatnya.,rejogja.republika.co.id,PDIP Jatim: Penundaan Pemilu Rugikan Negara,Penundaan Pemilu yang sudah dijadwalkan dipandang tidak ada manfaatnya.,1,5,2,"1,192",
1876,ALSHA ,@AlshaibaShihab,2023-03-06 02:13:15+00:00,https://twitter.com/AlshaibaShihab/status/1632564970658615296,"Menkopolhukam Mahfud MD mengatakan, pemerintah akan  melawan habis2an terkait putusan PN Jakpus soal penundaan Pemilu 2024. Krn Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu. 
Pemerintah menegaskan bahwa pelaksanaan Pemilu 2024 tetap berjalan.",,,,3,21,28,196,
1877,JAMAL BUGIS 7.0,@JamalBoegis,2023-03-06 01:31:53+00:00,https://twitter.com/JamalBoegis/status/1632554563487272960,"Pemilu Ditunda, People Power!",oposisicerdas.com,"Pemilu Ditunda, Jumhur Pastikan Ada People Power","Aktivis buruh, Jumhur Hidayat mempertanyakan putusan PN Jakarta Pusat yang mengabulkan gugatan Partai Prima yang mengharuskan KPU memulai da...",2,47,81,749,
1878,@is_pelssy,@is_pelssy,2023-03-06 01:19:43+00:00,https://twitter.com/is_pelssy/status/1632551501062373376,"PAN Tegas Tolak Penundaan Pemilu, Dukung KPU Ajukan Banding @Official_PAN
@KPU_ID @ZUL_Hasan",news.detik.com,"PAN Tegas Tolak Penundaan Pemilu, Dukung KPU Ajukan Banding",PAN dengan tegas menolak adanya penundaan pemilu. PAN mendukung KPU dalam mengajukan banding putusan PN Jakpus.,7,7,18,834,
1879,JARNAS ABW BALIKPAPAN,@JarnasABWBpn,2023-03-06 01:17:23+00:00,https://twitter.com/JarnasABWBpn/status/1632550911691354112,"Putusan PN Jakpus Pemilu 2024 Ditunda, 

SBY: Ada yang Aneh di Negeri Ini 

Kami pun berpikir keras kenapa muncul lagi hal penundaan pemilu 

Klik untuk baca:
http://nasional.kompas.com/read/2023/03/03/16144781/putusan-pn-jakpus-pemilu-2024-ditunda-sby-ada-yang-aneh-di-negeri-ini…",,,,8,79,211,"2,501",
1880,@is_pelssy,@is_pelssy,2023-03-06 01:17:22+00:00,https://twitter.com/is_pelssy/status/1632550909539680258,"Prabowo Sebut Tak Masuk Akal Pemilu Ditunda Terus, Paloh Setuju",news.detik.com,"Prabowo Sebut Tak Masuk Akal Pemilu Ditunda Terus, Paloh Setuju",Prabowo Subianto menilai tak masuk akal bila pelaksanaan Pemilu 2024 mesti ditunda. Surya Paloh pun setuju dengan pernyataan Prabowo itu.,3,8,40,817,
1881,Daeng Wahidin,@DaengWahidin2,2023-03-06 00:32:19+00:00,https://twitter.com/DaengWahidin2/status/1632539569462870018,"Ide Penundaan Pemilu terus digulirkan oleh Pendukung Jokowi dengan brutal & amburadul, walaupun hal tersebut melanggar konstitusi maka dari itu Rakyat Harus Bergerak menjaga Konstitusi..!!!",,,,3,91,177,"1,689",
1882, BADARAWUHI,@Torrez_20_06,2023-03-06 02:21:40+00:00,https://twitter.com/Torrez_20_06/status/1632567091751706625,"Menkopolhukam Mahfud MD mengatakan, pemerintah akan melawan putusan Pengadilan Negeri Jakarta Pusat yang berakibat pada penundaan Pemilu 2024.

Menurut Mahfud, putusan itu harus dilawan karena Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu.",,,,4,21,21,671,
1883,Han ,@Hansunriko,2023-03-06 02:17:04+00:00,https://twitter.com/Hansunriko/status/1632565931246485504,"Pemerintah akan melawan putusan Pengadilan Negeri Jakarta Pusat yang berakibat pada penundaan Pemilihan Umum (Pemilu) 2024.

Putusan itu harus dilawan karena Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu.",,,,2,19,19,136,
1884,Republika.co.id,@republikaonline,2023-03-06 02:15:34+00:00,https://twitter.com/republikaonline/status/1632565553855594496,Penundaan Pemilu yang sudah dijadwalkan dipandang tidak ada manfaatnya.,rejogja.republika.co.id,PDIP Jatim: Penundaan Pemilu Rugikan Negara,Penundaan Pemilu yang sudah dijadwalkan dipandang tidak ada manfaatnya.,1,5,2,"1,192",
1885,ALSHA ,@AlshaibaShihab,2023-03-06 02:13:15+00:00,https://twitter.com/AlshaibaShihab/status/1632564970658615296,"Menkopolhukam Mahfud MD mengatakan, pemerintah akan  melawan habis2an terkait putusan PN Jakpus soal penundaan Pemilu 2024. Krn Pengadilan Negeri tak semestinya memutuskan perkara administrasi terkait Pemilu. 
Pemerintah menegaskan bahwa pelaksanaan Pemilu 2024 tetap berjalan.",,,,3,21,28,196,
1886,JAMAL BUGIS 7.0,@JamalBoegis,2023-03-06 01:31:53+00:00,https://twitter.com/JamalBoegis/status/1632554563487272960,"Pemilu Ditunda, People Power!",oposisicerdas.com,"Pemilu Ditunda, Jumhur Pastikan Ada People Power","Aktivis buruh, Jumhur Hidayat mempertanyakan putusan PN Jakarta Pusat yang mengabulkan gugatan Partai Prima yang mengharuskan KPU memulai da...",2,47,81,749,
1887,@is_pelssy,@is_pelssy,2023-03-06 01:19:43+00:00,https://twitter.com/is_pelssy/status/1632551501062373376,"PAN Tegas Tolak Penundaan Pemilu, Dukung KPU Ajukan Banding @Official_PAN
@KPU_ID @ZUL_Hasan",news.detik.com,"PAN Tegas Tolak Penundaan Pemilu, Dukung KPU Ajukan Banding",PAN dengan tegas menolak adanya penundaan pemilu. PAN mendukung KPU dalam mengajukan banding putusan PN Jakpus.,7,7,18,834,
1888,JARNAS ABW BALIKPAPAN,@JarnasABWBpn,2023-03-06 01:17:23+00:00,https://twitter.com/JarnasABWBpn/status/1632550911691354112,"Putusan PN Jakpus Pemilu 2024 Ditunda, 

SBY: Ada yang Aneh di Negeri Ini 

Kami pun berpikir keras kenapa muncul lagi hal penundaan pemilu 

Klik untuk baca:
http://nasional.kompas.com/read/2023/03/03/16144781/putusan-pn-jakpus-pemilu-2024-ditunda-sby-ada-yang-aneh-di-negeri-ini…",,,,8,79,211,"2,501",
1889,@is_pelssy,@is_pelssy,2023-03-06 01:17:22+00:00,https://twitter.com/is_pelssy/status/1632550909539680258,"Prabowo Sebut Tak Masuk Akal Pemilu Ditunda Terus, Paloh Setuju",news.detik.com,"Prabowo Sebut Tak Masuk Akal Pemilu Ditunda Terus, Paloh Setuju",Prabowo Subianto menilai tak masuk akal bila pelaksanaan Pemilu 2024 mesti ditunda. Surya Paloh pun setuju dengan pernyataan Prabowo itu.,3,8,40,817,
1890,Daeng Wahidin,@DaengWahidin2,2023-03-06 00:32:19+00:00,https://twitter.com/DaengWahidin2/status/1632539569462870018,"Ide Penundaan Pemilu terus digulirkan oleh Pendukung Jokowi dengan brutal & amburadul, walaupun hal tersebut melanggar konstitusi maka dari itu Rakyat Harus Bergerak menjaga Konstitusi..!!!",,,,3,91,177,"1,689",
1891,DayatPondok,@HidayatNatari,2023-03-06 00:29:32+00:00,https://twitter.com/HidayatNatari/status/1632538872197550081,Apakah patut mereka yg mewacanakan penundaan pemilu disebut sebagai Bapak Bangsa?,,,,9,17,39,821,
1892,͔,@hc_poirot,2023-03-06 00:19:58+00:00,https://twitter.com/hc_poirot/status/1632536461693321217,"“Penundaan pemilu dan/atau perpanjangan masa jabatan Presiden adalah tindakan inkonstitusional. Saya akan bersama rakyat menolak dan menentangnya,” kata Din",kedaipena.com,"Soal Putusan PN Jakpus Tunda Pemilu 2024, Din Syamsuddin: Saya Bersama Rakyat Menolak",KedaiPena.Com-Keputusan Pengadilan Negeri (PN) Jakarta Pusat (Jakpus) yang memerintahkan Komisi Pemilihan Umum atau KPU RI menunda Pemilu 2024 membuat geger,3,18,39,366,
